MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,MRR Site Name,MRR Site Basin Name
MOYERC,"Moyer Creek, trib. to Panther Creek, Salmon River",522.303.338.047,River,17060203,Middle Salmon-Panther,44.95095065,-114.2720946,"MOYERC - Moyer Creek, trib. to Panther Creek, Salmon River",Salmon
MPOTLC,"Middle Potlatch Creek, Potlatch River watershed",522.224.024.016,River,17060306,Clearwater,46.66480384,-116.7972641,"MPOTLC - Middle Potlatch Creek, Potlatch River watershed",Clearwater
MSANTR,"Middle Santiam River, Oregon",163.174.019.064,River,17090006,South Santiam,44.52143646,-122.3249951,"MSANTR - Middle Santiam River, Oregon",Willamette
MSLA2C,"Middle Fk South Fk Lake Creek, Metolius River watershed",328.177.061,River,17070301,Upper Deschutes,44.43807718,-121.6658089,"MSLA2C - Middle Fk South Fk Lake Creek, Metolius River watershed",Deschutes
MUDDYP,Muddy River Acclimation Pond,140.087.008,Acclimation Pond,17080002,Lewis,46.123474,-122.015801,MUDDYP - Muddy River Acclimation Pond,Lower Columbia
MUDDYR,Muddy River - tributary to Lewis River,140.087,River,17080002,Lewis,46.168627,-122.034597,MUDDYR - Muddy River - tributary to Lewis River,Lower Columbia
MULTCH,"Multnomah Channel, Columbia River",139,River,17090012,Lower Willamette,45.73614931,-122.8428504,"MULTCH - Multnomah Channel, Columbia River",Willamette
MURDSF,"South Fork Murderers Creek, South Fork John Day River Basin",351.341.027.012,River,17070201,Upper John Day,44.25982749,-119.3561101,"MURDSF - South Fork Murderers Creek, South Fork John Day River Basin",John Day
MUSCRC,"Musgrove Creek, trib. to Panther Creek, Salmon River",522.303.338.047,River,17060203,Middle Salmon-Panther,45.06709276,-114.385849,"MUSCRC - Musgrove Creek, trib. to Panther Creek, Salmon River",Salmon
MVFLAP,"Moving Falls Acc. Ponds, WF Hood River",273.020.004,Acclimation Pond,17070105,Middle Columbia-Hood,45.57294795,-121.6574191,"MVFLAP - Moving Falls Acc. Ponds, WF Hood River",Middle Columbia
MXWLCN,Maxwell Diversion Canal - headgate to diversion screen (km 000-002),465.024,River,17070103,Umatilla,45.7996231,-119.3419949,MXWLCN - Maxwell Diversion Canal - headgate to diversion screen (km 000-002),Middle Columbia
NAPEEC,"Napeequa River, tributary to White River",754.090.028,River,17020011,Wenatchee,48.01925332,-120.8995767,"NAPEEC - Napeequa River, tributary to White River",Upper Columbia
NASONC,Nason Creek (tributary to Wenatchee River),754.089,River,17020011,Wenatchee,47.7819426,-120.8776371,NASONC - Nason Creek (tributary to Wenatchee River),Upper Columbia
NATCHR,Natches River,539.187,River,17030002,Naches,46.7732199,-120.855647,NATCHR - Natches River,Yakima
NBG,"Nursery Bridge Diversion Dam, Walla Walla River",509.072,Dam,17070102,Walla Walla,45.93759599,-118.3826219,"NBG - Nursery Bridge Diversion Dam, Walla Walla River",Middle Columbia
NBGFBY,NBG - Release into the Forebay within 0.5 km upstream of Dam,509.072,Intra-Dam Release Site,17070102,Walla Walla,45.93759599,-118.3826219,NBGFBY - NBG - Release into the Forebay within 0.5 km upstream of Dam,Middle Columbia
NBGTAL,NBG - Release into the Tailrace within 0.5 km downstream of Dam,509.072,Intra-Dam Release Site,17070102,Walla Walla,45.93759599,-118.3826219,NBGTAL - NBG - Release into the Tailrace within 0.5 km downstream of Dam,Middle Columbia
NEALC,"Neal Creek, tributary to Hood River (OR)",273.007,River,17070105,Middle Columbia-Hood,45.59497023,-121.4994291,"NEALC - Neal Creek, tributary to Hood River (OR)",Middle Columbia
NEWSOC,Newsome Creek,522.224.120.084,River,17060305,South Fork Clearwater,45.90832503,-115.6297078,NEWSOC - Newsome Creek,Clearwater
NFTEAN,North Fork Teanaway River,539.284.017,River,17030001,Upper Yakima,47.36206421,-120.8586832,NFTEAN - North Fork Teanaway River,Yakima
NISP,Niagara Springs Hatchery,*,Hatchery,17040212,Upper Snake-Rock,42.66309016,-114.6771112,NISP - Niagara Springs Hatchery,Upper Snake
NLVP,North Lapwai Valley Acclimation Pond,522.224.019.001,Acclimation Pond,17060306,Clearwater,46.44350526,-116.8149396,NLVP - North Lapwai Valley Acclimation Pond,Clearwater
NNANAC,North Nanamkin Creek - tributary to Sanpoil River,981.055,River,17020004,Sanpoil,48.3396725,-118.7940172,NNANAC - North Nanamkin Creek - tributary to Sanpoil River,Upper Columbia
NONE,DEPRECATED NULL VALUE USED ONLY TO SUPPORT LEGACY DATA.,*,Other,N/A,,,,NONE - DEPRECATED NULL VALUE USED ONLY TO SUPPORT LEGACY DATA.,
NPTH,Nez Perce Tribal Hatchery,522.224.038,Hatchery,17060306,Clearwater,46.5199,-116.6606,NPTH - Nez Perce Tribal Hatchery,Clearwater
NSANTR,"North Santiam River, Oregon",163.174.019,River,17090005,North Santiam,44.75200426,-122.2857408,"NSANTR - North Santiam River, Oregon",Willamette
NSCAPC,North Scappoose Creek,139.003.004.009,River,17090012,Lower Willamette,45.82394451,-122.9511147,NSCAPC - North Scappoose Creek,Willamette
OASP,Oak Springs Hatchery,*,Hatchery,17070306,Lower Deschutes,45.21971083,-121.0806173,OASP - Oak Springs Hatchery,Deschutes
OCEAN,OCEAN RECOVERY,~~~,Other,N/A,,46.8986,-124.6986,OCEAN - OCEAN RECOVERY,
OCHOCC,"Ochoco Creek, Crooked River",328.177.072,River,17070305,Lower Crooked,44.32300371,-120.5972909,"OCHOCC - Ochoco Creek, Crooked River",Deschutes
OHARAC,O'Hara Creek,522.224.120.037.012,River,17060302,Lower Selway,46.04350151,-115.5182008,OHARAC - O'Hara Creek,Clearwater
OKANR,Okanogan River,858,River,17020006,Okanogan,48.764855,-119.407613,OKANR - Okanogan River,Upper Columbia
OLDMAC,Old Man Creek,522.224.120.037.028,River,17060303,Lochsa,46.23296345,-115.2727677,OLDMAC - Old Man Creek,Clearwater
OMAKC,Omak Creek (tributary to Okanogan River),858.052,River,17020006,Okanogan,48.35383077,-119.2885541,OMAKC - Omak Creek (tributary to Okanogan River),Upper Columbia
OMAKP,Omak Acclimation Pond,858.052,Acclimation Pond,17020006,Okanogan,48.40563012,-119.4989261,OMAKP - Omak Acclimation Pond,Upper Columbia
OROFC,Orofino Creek,522.224.072,River,17060306,Clearwater,46.49485392,-115.9234782,OROFC - Orofino Creek,Clearwater
OSOYBR,Osoyoos Lake Narrows Hwy 3 Bridge,858.135,Trap or Weir,17020006,Okanogan,49.028349,-119.45972,OSOYBR - Osoyoos Lake Narrows Hwy 3 Bridge,Upper Columbia
OSOYOL,Osoyoos Lake,858.13,Other,17020006,Okanogan,49.01850265,-119.458285,OSOYOL - Osoyoos Lake,Upper Columbia
OXBH,"Oxbox Hatchery, Cascade Locks, OR (ODFW)",*,Hatchery,17070105,Middle Columbia-Hood,45.675482,-121.860393,"OXBH - Oxbox Hatchery, Cascade Locks, OR (ODFW)",Middle Columbia
OXBO,Oxbow Hatchery (IDFG),*,Hatchery,17050201,Brownlee Reservoir,44.97253983,-116.8546545,OXBO - Oxbow Hatchery (IDFG),Middle Snake-Powder
PAHH,Pahsimeroi Hatchery,522.303.489.011,Hatchery,17060202,Pahsimeroi,44.68413872,-114.0394706,PAHH - Pahsimeroi Hatchery,Salmon
PAHP,Pahsimeroi Pond,522.303.489.011,Acclimation Pond,17060202,Pahsimeroi,44.6232,-113.9866,PAHP - Pahsimeroi Pond,Salmon
PAHSIR,Pahsimeroi River,522.303.489,River,17060202,Pahsimeroi,44.45445391,-113.8079056,PAHSIR - Pahsimeroi River,Salmon
PAHSIW,Pahsimeroi Weir,522.303.489.002,Trap or Weir,17060202,Pahsimeroi,44.68448439,-114.0404194,PAHSIW - Pahsimeroi Weir,Salmon
PAHTRP,Pahsimeroi River Trap,522.303.489.002,Trap or Weir,17060202,Pahsimeroi,44.684528,-114.040438,PAHTRP - Pahsimeroi River Trap,Salmon
PANT2C,"Panther Creek (trib. to Wind River, Wash.)",251.007,River,17070105,Middle Columbia-Hood,45.8427076,-121.8599884,"PANT2C - Panther Creek (trib. to Wind River, Wash.)",Middle Columbia
PANTHC,Panther Creek (Salmon River),522.303.338,River,17060203,Middle Salmon-Panther,45.09171723,-114.2353592,PANTHC - Panther Creek (Salmon River),Salmon
PAPOOC,Papoose Creek,522.224.120.037.105,River,17060303,Lochsa,46.52383128,-114.7618582,PAPOOC - Papoose Creek,Clearwater
PARK,Parkdale Hatchery,273.023.005.000,Hatchery,17070105,Middle Columbia-Hood,45.5238,-121.6209,PARK - Parkdale Hatchery,Middle Columbia
PARTRC,Partridge Creek,522.303.160,River,17060209,Lower Salmon,45.33695804,-116.1527349,PARTRC - Partridge Creek,Salmon
PATAHC,Patah Creek - tributary to Tucannon River,522.100.019,River,17060107,Lower Snake-Tucannon,46.47285057,-117.5450782,PATAHC - Patah Creek - tributary to Tucannon River,Lower Snake
PATITC,Patit Creek - tributary to Touchet River,509.035.101,River,17070102,Walla Walla,46.34402133,-117.9253974,PATITC - Patit Creek - tributary to Touchet River,Middle Columbia
PATTEC,"Pattee Creek, Lemhi River Basin",522.303.416.037,River,17060204,Lemhi,45.02053106,-113.5614064,"PATTEC - Pattee Creek, Lemhi River Basin",Salmon
PEARSC,"Pearson Creek, Umatilla River",465.077.026.018,River,17070103,Umatilla,45.32406151,-118.7305284,"PEARSC - Pearson Creek, Umatilla River",Middle Columbia
PELTON,Pelton Ladder (Deschutes River) Acclimation Pond,328.161,Acclimation Pond,17070306,Lower Deschutes,44.69507701,-121.2301,PELTON - Pelton Ladder (Deschutes River) Acclimation Pond,Deschutes
PENAWC,Penawawa Creek - tributary to Snake River,522.145,River,17060107,Lower Snake-Tucannon,46.74777158,-117.5413573,PENAWC - Penawawa Creek - tributary to Snake River,Lower Snake
PENP,Pendleton Acclimation Pond,465.09,Acclimation Pond,17070103,Umatilla,45.67076,-118.74382,PENP - Pendleton Acclimation Pond,Middle Columbia
PER,Pelton Reregulating Dam,328.161,Dam,17070306,Lower Deschutes,44.7240969,-121.2475693,PER - Pelton Reregulating Dam,Deschutes
PERAFT,PER - Adult Fish Trap,328.161,Intra-Dam Release Site,17070306,Lower Deschutes,44.72582,-121.247052,PERAFT - PER - Adult Fish Trap,Deschutes
PERTAL,PER - Release into the Tailrace within 0.5 km downstream of Dam,328.161,Intra-Dam Release Site,17070306,Lower Deschutes,44.7240969,-121.2475693,PERTAL - PER - Release into the Tailrace within 0.5 km downstream of Dam,Deschutes
PESHAR,Peshastin River,754.029,River,17020011,Wenatchee,47.45684205,-120.6588198,PESHAR - Peshastin River,Upper Columbia
PETEKC,Pete King Creek,522.224.120.037.003,River,17060303,Lochsa,46.19011795,-115.6555565,PETEKC - Pete King Creek,Clearwater
PETTL,Pettit Lake,522.303.633.002.002,Other,17060201,Upper Salmon,43.97958872,-114.8787951,PETTL - Pettit Lake,Salmon
PETTLC,Pettit Lake Creek,522.303.633.002,River,17060201,Upper Salmon,43.97232235,-114.9069601,PETTLC - Pettit Lake Creek,Salmon
PHOEBC,"Phoebe Creek, SF Salmon River",522.303.215.076,River,17060208,South Fork Salmon,44.92309408,-115.6830036,"PHOEBC - Phoebe Creek, SF Salmon River",Salmon
PIAHC,"Piah Creek, Secesh River Basin",522.303.215.059.038,River,17060208,South Fork Salmon,45.29142564,-115.8172872,"PIAHC - Piah Creek, Secesh River Basin",Salmon
PINE2C,"Pine Creek, Potlatch River watershed",522.224.024.028,River,17060306,Clearwater,46.7058408,-116.5545672,"PINE2C - Pine Creek, Potlatch River watershed",Clearwater
PINEC,"Pine Creek, Walla Walla River",509.038,River,17070102,Walla Walla,45.87436052,-118.4775254,"PINEC - Pine Creek, Walla Walla River",Middle Columbia
PISTOC,"Pistol Creek, Middle Fork Salmon River",522.303.319.118,River,17060205,Upper Middle Fork Salmon,44.70859841,-115.2988006,"PISTOC - Pistol Creek, Middle Fork Salmon River",Salmon
PIVASC,"Pivash Creek, Potlatch River watershed",522.224.024.065.022,River,17060306,Clearwater,46.85539353,-116.2690326,"PIVASC - Pivash Creek, Potlatch River watershed",Clearwater
PLAP,Pittsburg Landing Acclimation Facility,522.346,Acclimation Pond,17060101,Hells Canyon,45.63285793,-116.4772549,PLAP - Pittsburg Landing Acclimation Facility,Lower Snake
POLEC,Pole Creek,522.303.642,River,17060201,Upper Salmon,43.91548546,-114.7309032,POLEC - Pole Creek,Salmon
POSTOC,Post Office Creek,522.224.120.037.082,River,17060303,Lochsa,46.50767022,-114.9473984,POSTOC - Post Office Creek,Clearwater
POTATC,"Potato Creek, tributary to Entiat River",778.025,River,17020010,Upper Columbia-Entiat,47.81462761,-120.3406,"POTATC - Potato Creek, tributary to Entiat River",Upper Columbia
POTHOL,"Potholes Reservoir, Grant County, Washington",___,Avian Colony,17020015,Lower Crab,47.015002,-119.3476256,"POTHOL - Potholes Reservoir, Grant County, Washington",Upper Columbia
POTR,Potlatch River,522.224.024,River,17060306,Clearwater,46.7252277,-116.5021652,POTR - Potlatch River,Clearwater
POTREF,East Fork Potlatch River,522.224.024.065,River,17060306,Clearwater,46.84772425,-116.3491158,POTREF - East Fork Potlatch River,Clearwater
POTRWF,West Fork Potlatch River,522.224.024.083,River,17060306,Clearwater,46.92385568,-116.4515566,POTRWF - West Fork Potlatch River,Clearwater
POWP,Powell Rearing Pond,522.224.120.037.113,Acclimation Pond,17060303,Lochsa,46.50807093,-114.6808621,POWP - Powell Rearing Pond,Clearwater
PRATTC,Pratt Creek - tributary to Lemhi River,522.303.416.023,River,17060204,Lemhi,45.11017262,-113.6430426,PRATTC - Pratt Creek - tributary to Lemhi River,Salmon
PRD,Priest Rapids Dam,639,Dam,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRD - Priest Rapids Dam,Upper Columbia
PRDFBY,PRD - Release into the Forebay within 0.5 km upstream of Dam,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRDFBY - PRD - Release into the Forebay within 0.5 km upstream of Dam,Upper Columbia
PRDGWL,PRD - Release into Gatewell(s),639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRDGWL - PRD - Release into Gatewell(s),Upper Columbia
PRDH,Priest Rapids Hatchery,639,Hatchery,17020016,Upper Columbia-Priest Rapids,46.64863,-119.896702,PRDH - Priest Rapids Hatchery,Upper Columbia
PRDLD1,PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder,Upper Columbia
PRDMRT,PRD - Mortality Recovery,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRDMRT - PRD - Mortality Recovery,Upper Columbia
PRDTAL,PRD - Release into the Tailrace within 0.5 km downstream of Dam,639,Intra-Dam Release Site,17020016,Upper Columbia-Priest Rapids,46.64433925,-119.9104416,PRDTAL - PRD - Release into the Tailrace within 0.5 km downstream of Dam,Upper Columbia
PRO,"Prosser Diversion Dam, Yakima River",539.076,Dam,17030003,Lower Yakima,46.21253935,-119.7726628,"PRO - Prosser Diversion Dam, Yakima River",Yakima
PROFBY,PRO - Release into the Forebay within 0.5 km upstream of Dam,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.21253935,-119.7726628,PROFBY - PRO - Release into the Forebay within 0.5 km upstream of Dam,Yakima
PROH,Prosser Hatchery,539.075,Hatchery,17030003,Lower Yakima,46.21482755,-119.7601776,PROH - Prosser Hatchery,Yakima
PROSRD,Prosser Dam (Archaic - replaced with PRO),539.076,Archaic,17030003,Lower Yakima,46.21253935,-119.7726628,PROSRD - Prosser Dam (Archaic - replaced with PRO),Yakima
PROSRR,PRO - Release into the Separator Return Flume/Pipe with Direct Return to the River,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.21253935,-119.7726628,PROSRR - PRO - Release into the Separator Return Flume/Pipe with Direct Return to the River,Yakima
PROTAL,PRO - Release into the Tailrace within 0.5 km downstream of Dam,539.076,Intra-Dam Release Site,17030003,Lower Yakima,46.21253935,-119.7726628,PROTAL - PRO - Release into the Tailrace within 0.5 km downstream of Dam,Yakima
PROTRP,Prosser Trap (Archaic),539.076,Archaic,17030003,Lower Yakima,,,PROTRP - Prosser Trap (Archaic),Yakima
PURDUC,"Purdue Creek, Potlatch River watershed",522.224.024.080,River,17060306,Clearwater,46.89746026,-116.3581151,"PURDUC - Purdue Creek, Potlatch River watershed",Clearwater
PWD,"Powerdale Dam, Hood River",273.007,Dam,17070105,Middle Columbia-Hood,45.6650003,-121.5235971,"PWD - Powerdale Dam, Hood River",Middle Columbia
PWDFBY,PWD - Release into the Forebay within 0.5 km upstream of Dam,273.007,Intra-Dam Release Site,17070105,Middle Columbia-Hood,45.6650003,-121.5235971,PWDFBY - PWD - Release into the Forebay within 0.5 km upstream of Dam,Middle Columbia
QKASPC,"Quaking Asp Creek, Lemhi River Basin",522.303.416.092.021,River,17060204,Lemhi,44.72421545,-113.1523927,"QKASPC - Quaking Asp Creek, Lemhi River Basin",Salmon
RAMSYC,"Ramsey Creek, Fifteen Mile Creek Watershed",309.056,River,17070105,Middle Columbia-Hood,45.40459453,-121.3406733,"RAMSYC - Ramsey Creek, Fifteen Mile Creek Watershed",Middle Columbia
RAPH,Rapid River Hatchery,522.303.140.007.006,Hatchery,17060210,Little Salmon,45.35368101,-116.394575,RAPH - Rapid River Hatchery,Salmon
RAPIDR,"Rapid River, Little Salmon River",522.303.140.007,River,17060210,Little Salmon,45.25147073,-116.4365472,"RAPIDR - Rapid River, Little Salmon River",Salmon
RAPIWF,West Fork Rapid River,522.303.140.007.012,River,17060210,Little Salmon,45.28589652,-116.5064551,RAPIWF - West Fork Rapid River,Salmon
RAPR,"Rapid River, Middle Fork Salmon River",522.303.319.124,River,17060205,Upper Middle Fork Salmon,44.61987679,-115.0581484,"RAPR - Rapid River, Middle Fork Salmon River",Salmon
RATTLC,Rattlesnake Creek,271.012,River,17070105,Middle Columbia-Hood,45.86859041,-121.3563576,RATTLC - Rattlesnake Creek,Middle Columbia
REDFL,Redfish Lake,522.303.615.005,Other,17060201,Upper Salmon,44.1170814,-114.9317099,REDFL - Redfish Lake,Salmon
REDFLC,Redfish Lake Creek,522.303.615,River,17060201,Upper Salmon,44.09578648,-114.9625024,REDFLC - Redfish Lake Creek,Salmon
REDMOC,"Redmont Creek, tributary to Little Sheep Creek, Imnaha drainage",522.308.032.005.040,River,17060102,Imnaha,45.24189148,-117.1104187,"REDMOC - Redmont Creek, tributary to Little Sheep Creek, Imnaha drainage",Lower Snake
REDP,Red River Rearing Pond,522.224.120.101.027,Acclimation Pond,17060305,South Fork Clearwater,45.71066395,-115.3464996,REDP - Red River Rearing Pond,Clearwater
REDR,Red River,522.224.120.101,River,17060305,South Fork Clearwater,45.71006593,-115.3540489,REDR - Red River,Clearwater
REDRSF,South Fork Red River,522.224.120.101.028,River,17060305,South Fork Clearwater,45.65813255,-115.3904926,REDRSF - South Fork Red River,Clearwater
REDTRP,Red River Trap,522.224.120.101.006,Trap or Weir,17060305,South Fork Clearwater,45.79385033,-115.4345747,REDTRP - Red River Trap,Clearwater
RELIEC,Relief Creek,522.224.120.094.013,River,17060305,South Fork Clearwater,45.73010427,-115.4848163,RELIEC - Relief Creek,Clearwater
RESVRC,"Reservoir Creek, Lemhi River Basin",522.303.416.092.019,River,17060204,Lemhi,44.70730758,-113.1271172,"RESVRC - Reservoir Creek, Lemhi River Basin",Salmon
